---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
31.7% 1019M  588M    0 | 458  42.1     0    55M|   5  2.91     4  3.42     0 |   0     0 |   0     0     0    67M  271   719     0     0 
24.6% 1019M  600M    0 | 500  27.3     0    60M|   3  1.74     1  3.31     0 |   0     0 |   0     0     0    47M  192   686     0     0 
33.4% 1019M  595M    0 | 572  30.2     0    69M|   9  2.80     8  3.00     0 |   0     0 |   0     0     0    75M  302   616     0     0 
25.3% 1019M  600M    0 | 373  45.1     0    44M|   4  2.44     2  3.76     0 |   0     0 |   0     0     0    40M  161   689     0     0 
30.9% 1019M  591M    0 | 521  29.0     0    63M|   5  2.29     3  3.31     0 |   0     0 |   0     0     0    72M  289   648     0     0 
26.5% 1019M  596M    0 | 400  31.8     0    48M|   2  2.82     1  4.38     0 |   0     0 |   0     0     0    44M  179   639     0     0 
30.0% 1019M  600M    0 | 590  31.2     0    72M|   4  2.23     2  3.54     0 |   0     0 |   0     0     0    67M  271   616     0     0 
23.7% 1019M  592M    0 | 372  45.1     0    44M|   6  2.83     7  3.07     0 |   0     0 |   0     0     0    52M  210   686     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
31.1% 1019M  600M    0 | 554  27.9     0    67M|   6  2.31     4  2.89     0 |   0     0 |   0     0     0    59M  240   648     0     0 
35.7% 1019M  594M    0 | 486  35.2     0    59M|   6  2.51     3  3.68     0 |   0     0 |   0     0     0    64M  260   626     0     0 
29.9% 1019M  600M    0 | 458  31.5     0    55M|   6  3.68     5  4.14     0 |   0     0 |   0     0     0    50M  201   606     0     0 
31.6% 1019M  600M    0 | 497  33.1     0    60M|   3  2.00     1  4.05     0 |   0     0 |   0     0     0    60M  242   671     0     0 
25.4% 1019M  600M    0 | 423  31.1     0    51M|   5  2.88     4  3.37     0 |   0     0 |   0     0     0    51M  208   651     0     0 
31.8% 1019M  599M    0 | 575  34.0     0    70M|  10  2.36     8  2.68     0 |   0     0 |   0     0     0    71M  289   612     0     0 
29.8% 1019M  598M    0 | 429  36.3     0    51M|   8  3.08     6  3.78     0 |   0     0 |   0     0     0    51M  207   645     0     0 
31.8% 1019M  597M    0 | 510  27.9     0    62M|   5  3.15     4  3.64     0 |   0     0 |   0     0     0    63M  254   637     0     0 
31.0% 1019M  600M    0 | 428  39.1     0    51M|   4  2.52     2  3.95     0 |   0     0 |   0     0     0    49M  196   640     0     0 
35.9% 1019M  600M    0 | 611  27.0     0    74M|   5  3.40     4  3.93     0 |   0     0 |   0     0     0    74M  300   571     0     0 
30.9% 1019M  592M    0 | 512  32.4     0    60M|   6  2.86     4  3.73     0 |   0     0 |   0     0     0    68M  276   581     0     0 
26.9% 1019M  600M    0 | 471  33.5     0    58M|   5  2.37     4  3.42     0 |   0     0 |   0     0     0    50M  201   647     0     0 
33.9% 1019M  594M    0 | 505  29.5     0    61M|   6  3.44     6  3.76     0 |   0     0 |   0     0     0    67M  274   623     0     0 
36.6% 1019M  581M    0 | 545  31.2     0    66M|   6  2.77     3  3.63     0 |   0     0 |   0     0     0    78M  315   517     0     0 
27.3% 1019M  600M    0 | 509  26.3     0    62M|   2  2.45     1  3.67     0 |   0     0 |   0     0     0    43M  175   642     0     0 
21.0% 1019M  600M    0 | 365  41.2     0    43M|   6  2.45     4  3.18     0 |   0     0 |   0     0     0    44M  177   631     0     0 
34.9% 1019M  600M    0 | 690  27.0     0    84M|   8  2.44     6  2.97     0 |   0     0 |   0     0     0    84M  338   628     0     0 
26.6% 1019M  600M    0 | 375  40.3     0    45M|   4  3.02     3  3.56     0 |   0     0 |   0     0     0    46M  185   702     0     0 
24.8% 1019M  600M    0 | 360  33.1     0    43M|   2  0.97     0     0     0 |   0     0 |   0     0     0    43M  172   638     0     0 
36.4% 1019M  570M    0 | 481  44.5     0    58M|   6  2.96     5  3.27     0 |   0     0 |   0     0     0    89M  357   659     0     0 
31.6% 1019M  599M    0 | 619  23.4     0    75M|   6  2.37     4  3.04     0 |   0     0 |   0     0     0    46M  185   602     0     0 
21.1% 1019M  600M    0 | 365  32.5     0    43M|   3  1.37     0     0     0 |   0     0 |   0     0     0    43M  172   673     0     0 
34.2% 1019M  582M    0 | 513  41.8     0    60M|  12  2.90    13  3.13     0 |   0     0 |   0     0     0    78M  315   667     0     0 
28.8% 1019M  600M    0 | 485  23.7     0    60M|   4  2.61     2  3.91     0 |   0     0 |   0     0     0    43M  175   602     0     0 
33.6% 1019M  588M    0 | 550  36.8     0    67M|   6  3.24     5  3.69     0 |   0     0 |   0     0     0    77M  312   653     0     0 
26.5% 1019M  600M    0 | 442  28.6     0    53M|   5  2.60     3  3.52     0 |   0     0 |   0     0     0    43M  173   549     0     0 
28.5% 1019M  576M    0 | 450  42.5     0    54M|   3  1.90     1  3.71     0 |   0     0 |   0     0     0    77M  312   676     0     0 
26.4% 1019M  600M    0 | 559  26.0     0    68M|   9  3.02     8  3.26     0 |   0     0 |   0     0     0    44M  181   580     0     0 
21.0% 1019M  600M    0 | 334  51.8     0    39M|   2  1.26     0     0     0 |   0     0 |   0     0     0    40M  162   732     0     0 
38.6% 1019M  591M    0 | 587  27.0     0    72M|   6  3.32     5  3.78     0 |   0     0 |   0     0     0    80M  324   669     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
23.0% 1019M  600M    0 | 425  30.8     0    51M|   4  2.42     2  3.52     0 |   0     0 |   0     0     0    41M  168   548     0     0 
33.3% 1019M  590M    0 | 537  35.0     0    65M|   5  2.20     2  3.61     0 |   0     0 |   0     0     0    75M  302   684     0     0 
23.2% 1019M  600M    0 | 409  34.0     0    49M|   8  2.94     7  3.19     0 |   0     0 |   0     0     0    39M  160   654     0     0 
30.4% 1019M  587M    0 | 491  36.6     0    59M|   4  2.01     2  3.15     0 |   0     0 |   0     0     0    72M  290   652     0     0 
27.4% 1019M  596M    0 | 434  29.1     0    52M|   2  2.54     3  3.37     0 |   0     0 |   0     0     0    43M  175   649     0     0 
52.8% 1020M  597M    0 | 589  30.8     0    71M|   7  2.77     5  3.41     0 |   0     0 |   0     0     0    71M  285   616     0     0 
32.7% 1020M  600M    0 | 504  26.1     0    61M|   4  2.84     2  4.56     0 |   0     0 |   0     0     0    58M  236   407     0     0 
33.6% 1020M  577M    0 | 461  42.8     0    56M|   9  3.04     8  3.26     0 |   0     0 |   0     0     0    79M  319   710     0     0 
24.7% 1020M  600M    0 | 525  27.8     0    63M|   2  0.96     0     0     0 |   0     0 |   0     0     0    40M  161   712     0     0 
38.7% 1020M  589M    0 | 571  30.2     0    69M|  11  3.31    10  3.50     0 |   0     0 |   0     0     0    81M  326   520     0     0 
27.7% 1020M  600M    0 | 462  27.9     0    56M|   5  2.45     3  3.32     0 |   0     0 |   0     0     0    45M  181   641     0     0 
25.3% 1020M  595M    0 | 417  45.1     0    50M|   3  1.72     1  3.34     0 |   0     0 |   0     0     0    58M  238   678     0     0 
34.2% 1020M  600M    0 | 559  26.6     0    68M|   8  2.94     6  3.39     0 |   0     0 |   0     0     0    60M  238   604     0     0 
22.2% 1020M  597M    0 | 388  44.2     0    46M|   4  2.26     2  3.48     0 |   0     0 |   0     0     0    50M  201   631     0     0 
30.0% 1020M  600M    0 | 583  26.8     0    71M|   9  2.89     8  3.11     0 |   0     0 |   0     0     0    67M  271   703     0     0 
26.1% 1020M  593M    0 | 376  41.4     0    45M|   2  1.32     0     0     0 |   0     0 |   0     0     0    52M  209   657     0     0 
33.3% 1020M  596M    0 | 541  28.1     0    65M|   7  2.43     7  3.26     0 |   0     0 |   0     0     0    64M  258   622     0     0 
27.2% 1020M  589M    0 | 432  36.4     0    52M|   2  2.84     1  4.20     0 |   0     0 |   0     0     0    58M  234   632     0     0 
28.8% 1020M  600M    0 | 531  31.6     0    64M|   4  2.56     2  3.99     0 |   0     0 |   0     0     0    54M  216   650     0     0 
31.4% 1020M  589M    0 | 497  33.1     0    60M|   6  2.88     5  3.24     0 |   0     0 |   0     0     0    71M  285   644     0     0 
22.5% 1020M  596M    0 | 430  31.9     0    52M|   5  2.39     3  3.14     0 |   0     0 |   0     0     0    45M  181   613     0     0 
35.8% 1020M  600M    0 | 581  29.9     0    70M|   4  2.13     1  4.29     0 |   0     0 |   0     0     0    67M  269   638     0     0 
25.0% 1020M  592M    0 | 362  45.9     0    43M|   7  2.90     6  3.18     0 |   0     0 |   0     0     0    51M  207   637     0     0 
33.2% 1020M  596M    0 | 564  25.2     0    68M|   5  2.70     3  3.86     0 |   0     0 |   0     0     0    64M  259   626     0     0 
30.3% 1020M  581M    0 | 466  37.8     0    56M|   5  3.14     5  3.59     0 |   0     0 |   0     0     0    71M  286   613     0     0 
23.7% 1020M  600M    0 | 489  30.2     0    59M|   6  2.72     3  3.61     0 |   0     0 |   0     0     0    40M  164   675     0     0 
31.5% 1020M  587M    0 | 475  34.1     0    57M|   5  2.58     3  3.70     0 |   0     0 |   0     0     0    71M  287   644     0     0 
27.9% 1020M  596M    0 | 447  27.8     0    54M|   8  3.17     7  3.45     0 |   0     0 |   0     0     0    44M  178   612     0     0 
52.0% 1020M  590M    0 | 850  23.7     0   104M|  10  2.92    10  3.21     0 |   0     0 |   0     0     0   109M  441   429     0     0 
29.8% 1020M  600M    0 | 392  36.8     0    47M|   2  2.47     1  3.67     0 |   0     0 |   0     0     0    38M  154   367     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
34.2% 1020M  600M    0 | 629  27.2     0    76M|   6  2.59     4  3.42     0 |   0     0 |   0     0     0    77M  312   778     0     0 
21.8% 1020M  596M    0 | 332  39.9     0    39M|   9  2.67     6  3.27     0 |   0     0 |   0     0     0    43M  174   626     0     0 
35.9% 1020M  600M    0 | 612  27.4     0    75M|   2  2.58     1  3.72     0 |   0     0 |   0     0     0    71M  284   553     0     0 
33.1% 1020M  582M    0 | 447  36.8     0    54M|   7  2.81     5  3.57     0 |   0     0 |   0     0     0    72M  291   643     0     0 
26.7% 1020M  600M    0 | 504  32.8     0    61M|   3  3.15     2  4.06     0 |   0     0 |   0     0     0    42M  170   637     0     0 
36.1% 1020M  600M    0 | 584  28.2     0    71M|   4  2.24     2  3.33     0 |   0     0 |   0     0     0    72M  289   621     0     0 
35.1% 1020M  585M    0 | 507  31.6     0    61M|   9  2.48     7  2.88     0 |   0     0 |   0     0     0    80M  386   474     0     0 
31.3% 1020M  588M    0 | 586  27.5     0    71M|   2  2.29     1  3.34     0 |   0     0 |   0     0     0    65M  202   617     0     0 
26.2% 1020M  600M    0 | 433  28.4     0    52M|   2  1.13     0     0     0 |   0     0 |   0     0     0    40M  160   671     0     0 
52.5% 1020M  583M    0 | 802  24.3     0    98M|  10  2.88     9  3.10     0 |   0     0 |   0     0     0   114M  460   422     0     0 
66.2% 1020M  600M    0 | 965  15.5     0   118M|   8  2.80     8  3.26     0 |   0     0 |   0     0     0   101M  408   275     0     0 
22.8% 1020M  600M    0 | 354  42.2     0    42M|  10  2.52     7  3.09     0 |   0     0 |   0     0     0    43M  175   905     0     0 
23.5% 1020M  599M    0 | 429  41.4     0    52M|   3  2.50     2  3.23     0 |   0     0 |   0     0     0    52M  210   694     0     0 
33.7% 1020M  600M    0 | 535  28.6     0    65M|   6  2.68     4  3.40     0 |   0     0 |   0     0     0    64M  260   609     0     0 
31.3% 1020M  565M    0 | 352  47.0     0    42M|   7  3.41     6  3.79     0 |   0     0 |   0     0     0    77M  311   632     0     0 
30.6% 1020M  599M    0 | 632  23.3     0    77M|   2  1.31     0     0     0 |   0     0 |   0     0     0    43M  174   608     0     0 
26.1% 1020M  599M    0 | 408  42.0     0    49M|   8  2.73     6  3.31     0 |   0     0 |   0     0     0    48M  198   670     0     0 
55.2% 1020M  600M    0 | 965  13.1     0   119M|   8  2.62     7  2.84     0 |   0     0 |   0     0     0   117M  472   314     0     0 
22.4% 1020M  600M    0 | 371  44.2     0    44M|   2  1.08     0     0     0 |   0     0 |   0     0     0    44M  178   823     0     0 
30.1% 1020M  567M    0 | 407  45.9     0    47M|   1  1.04     0     0     0 |   0     0 |   0     0     0    80M  321   639     0     0 
39.1% 1020M  558M    0 | 620  22.0     0    77M|  10  2.85     8  3.30     0 |   0     0 |   0     0     0    86M  347   454     0     0 
30.8% 1020M  600M    0 | 673  25.8     0    82M|   4  1.89     3  3.39     0 |   0     0 |   0     0     0    41M  165   691     0     0 
22.0% 1020M  600M    0 | 326  44.8     0    39M|   4  2.69     3  3.23     0 |   0     0 |   0     0     0    39M  158   748     0     0 
31.1% 1020M  600M    0 | 607  26.8     0    74M|   7  2.47     5  3.11     0 |   0     0 |   0     0     0    74M  300   624     0     0 
24.3% 1020M  590M    0 | 331  39.5     0    39M|   2  2.42     1  3.90     0 |   0     0 |   0     0     0    50M  200   640     0     0 
35.4% 1020M  598M    0 | 602  31.9     0    73M|   9  2.92     7  3.47     0 |   0     0 |   0     0     0    64M  259   656     0     0 
30.4% 1020M  570M    0 | 415  41.3     0    50M|   3  1.98     1  3.75     0 |   0     0 |   0     0     0    78M  314   586     0     0 
29.2% 1020M  600M    0 | 606  23.9     0    74M|   4  3.10     3  3.74     0 |   0     0 |   0     0     0    44M  178   606     0     0 
48.7% 1020M  600M    0 | 850  18.0     0   104M|   9  2.68     7  3.18     0 |   0     0 |   0     0     0   104M  419   360     0     0 
20.4% 1020M  600M    0 | 366  41.0     0    44M|   1  1.30     0     0     0 |   0     0 |   0     0     0    44M  176   782     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
30.5% 1020M  565M    0 | 385  41.7     0    46M|   8  2.98     6  3.61     0 |   0     0 |   0     0     0    81M  327   633     0     0 
37.4% 1020M  557M    0 | 584  31.5     0    69M|   9  2.69     6  3.41     0 |   0     0 |   0     0     0    77M  313   480     0     0 
45.0% 1020M  600M    0 | 919  14.2     0   114M|   5  2.81     4  3.20     0 |   0     0 |   0     0     0    72M  288   231     0     0 
23.7% 1020M  598M    0 | 366  52.2     0    44M|   4  2.57     2  4.13     0 |   0     0 |   0     0     0    46M  184   834     0     0 
31.5% 1020M  579M    0 | 510  31.1     0    62M|   5  2.66     6  3.01     0 |   0     0 |   0     0     0    82M  329   652     0     0 
26.3% 1020M  599M    0 | 494  26.7     0    60M|   4  2.57     2  4.04     0 |   0     0 |   0     0     0    39M  160   735     0     0 
26.7% 1020M  593M    0 | 394  44.8     0    47M|   7  2.78     5  3.51     0 |   0     0 |   0     0     0    52M  213   660     0     0 
32.2% 1020M  595M    0 | 577  23.7     0    70M|   1  1.29     0     0     0 |   0     0 |   0     0     0    69M  277   577     0     0 
24.5% 1020M  600M    0 | 379  32.7     0    45M|   7  2.78     5  3.41     0 |   0     0 |   0     0     0    40M  163   644     0     0 
61.5% 1020M  599M    0 |1019  21.5     0   125M|   6  3.03     5  3.44     0 |   0     0 |   0     0     0   127M  512   402     0     0 
21.3% 1020M  600M    0 | 386  39.5     0    46M|   4  1.70     2  2.36     0 |   0     0 |   0     0     0    44M  179   779     0     0 
22.8% 1020M  597M    0 | 342  43.3     0    41M|   2  1.29     0     0     0 |   0     0 |   0     0     0    44M  177   667     0     0 
38.7% 1020M  600M    0 | 654  25.3     0    80M|   7  2.75     5  3.22     0 |   0     0 |   0     0     0    77M  311   599     0     0 
54.0% 1020M  600M    0 | 949  17.2     0   116M|  12  2.76    10  3.09     0 |   0     0 |   0     0     0   115M  466   312     0     0 
