---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
33.5%  978M  595M    0 | 438  38.4     0    53M|   4  2.39     2  3.68     0 |   0     0 |   0     0     0    57M  231   695     0     0 
29.3%  978M  588M    0 | 432  33.6     0    52M|  11  2.93    10  3.11     0 |   0     0 |   0     0     0    59M  241   663     0     0 
31.0%  978M  600M    0 | 513  32.4     0    62M|   3  1.74     1  3.08     0 |   0     0 |   0     0     0    50M  202   651     0     0 
32.5%  978M  590M    0 | 408  34.7     0    49M|   4  2.66     2  4.01     0 |   0     0 |   0     0     0    58M  233   669     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
30.2%  978M  589M    0 | 453  37.5     0    55M|   3  2.12     1  3.06     0 |   0     0 |   0     0     0    57M  221   694     0     0 
32.7%  978M  600M    0 | 478  34.8     0    58M|   4  2.48     2  3.81     0 |   0     0 |   0     0     0    47M  200   675     0     0 
39.3%  978M  600M    0 | 480  30.5     0    58M|   7  3.25     6  3.61     0 |   0     0 |   0     0     0    57M  230   647     0     0 
32.8%  978M  589M    0 | 398  42.6     0    48M|   7  2.25     7  2.92     0 |   0     0 |   0     0     0    59M  237   728     0     0 
38.2%  978M  589M    0 | 485  34.4     0    58M|   6  2.73     4  3.61     0 |   0     0 |   0     0     0    58M  233   661     0     0 
37.7%  978M  588M    0 | 460  32.0     0    55M|   2  2.44     1  3.68     0 |   0     0 |   0     0     0    58M  232   654     0     0 
35.7%  978M  600M    0 | 479  31.3     0    58M|   9  3.08     7  3.65     0 |   0     0 |   0     0     0    45M  186   643     0     0 
39.3%  978M  600M    0 | 484  37.0     0    58M|   5  3.32     4  3.85     0 |   0     0 |   0     0     0    58M  236   691     0     0 
32.4%  978M  589M    0 | 396  34.5     0    47M|   4  2.08     2  3.15     0 |   0     0 |   0     0     0    58M  233   691     0     0 
32.1%  978M  596M    0 | 527  34.8     0    64M|   4  2.31     2  3.49     0 |   0     0 |   0     0     0    58M  233   637     0     0 
31.9%  978M  599M    0 | 423  34.1     0    51M|   7  3.06     5  3.65     0 |   0     0 |   0     0     0    47M  193   678     0     0 
37.3%  978M  600M    0 | 471  34.4     0    57M|   8  3.49     6  4.23     0 |   0     0 |   0     0     0    56M  226   668     0     0 
30.2%  978M  588M    0 | 390  35.6     0    47M|   5  3.09     4  3.57     0 |   0     0 |   0     0     0    59M  239   687     0     0 
33.0%  978M  591M    0 | 490  33.8     0    59M|   2  1.28     0     0     0 |   0     0 |   0     0     0    56M  225   653     0     0 
23.2%  978M  600M    0 | 451  36.9     0    54M|   4  1.93     2  2.91     0 |   0     0 |   0     0     0    46M  187   704     0     0 
31.3%  978M  599M    0 | 459  38.5     0    55M|   5  3.22     4  3.73     0 |   0     0 |   0     0     0    57M  232   712     0     0 
38.4%  978M  599M    0 | 509  29.7     0    61M|   9  3.20     9  3.72     0 |   0     0 |   0     0     0    60M  243   635     0     0 
31.6%  978M  588M    0 | 384  35.5     0    46M|   4  3.47     3  4.28     0 |   0     0 |   0     0     0    57M  231   668     0     0 
28.7%  978M  591M    0 | 492  32.7     0    59M|   2  1.17     0     0     0 |   0     0 |   0     0     0    58M  222   667     0     0 
29.2%  978M  600M    0 | 478  37.3     0    58M|   4  1.93     2  3.01     0 |   0     0 |   0     0     0    48M  206   688     0     0 
26.2%  978M  600M    0 | 485  34.3     0    59M|   6  2.25     4  2.69     0 |   0     0 |   0     0     0    58M  235   656     0     0 
33.5%  978M  598M    0 | 455  35.7     0    54M|   5  2.73     3  3.75     0 |   0     0 |   0     0     0    56M  226   653     0     0 
34.9%  978M  592M    0 | 437  34.7     0    53M|   8  3.35     7  3.68     0 |   0     0 |   0     0     0    58M  238   685     0     0 
30.5%  978M  587M    0 | 434  31.6     0    52M|   3  2.17     1  4.50     0 |   0     0 |   0     0     0    58M  233   668     0     0 
30.7%  978M  600M    0 | 489  36.7     0    59M|   8  3.10     6  3.79     0 |   0     0 |   0     0     0    46M  188   665     0     0 
52.6%  978M  599M    0 | 974  17.1     0   120M|  10  2.37     8  2.67     0 |   0     0 |   0     0     0   119M  481   363     0     0 
18.4%  978M  600M    0 | 272  51.6     0    32M|   3  1.96     1  3.75     0 |   0     0 |   0     0     0    31M  128   830     0     0 
33.6%  978M  600M    0 | 481  32.6     0    58M|   5  3.33     4  3.87     0 |   0     0 |   0     0     0    58M  234   722     0     0 
35.0%  978M  596M    0 | 457  37.2     0    55M|   7  3.04     7  3.81     0 |   0     0 |   0     0     0    59M  240   668     0     0 
62.6%  978M  600M    0 | 938  14.4     0   115M|   9  3.35     7  3.95     0 |   0     0 |   0     0     0   111M  447   285     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
27.3%  978M  600M    0 | 410  46.4     0    49M|   3  2.77     1  4.77     0 |   0     0 |   0     0     0    50M  201   844     0     0 
24.9%  979M  588M    0 | 386  35.3     0    46M|   6  2.50     4  3.33     0 |   0     0 |   0     0     0    58M  234   676     0     0 
37.8%  979M  587M    0 | 595  31.4     0    72M|   6  3.33     5  3.77     0 |   0     0 |   0     0     0    73M  295   578     0     0 
29.8%  979M  600M    0 | 456  32.1     0    55M|   7  2.93     5  3.66     0 |   0     0 |   0     0     0    42M  170   653     0     0 
33.5%  979M  600M    0 | 474  34.2     0    57M|   3  2.22     1  4.36     0 |   0     0 |   0     0     0    57M  231   662     0     0 
28.2%  979M  589M    0 | 388  42.6     0    46M|   1  1.24     0     0     0 |   0     0 |   0     0     0    58M  232   686     0     0 
59.4%  979M  600M    0 |1023  15.3     0   126M|   6  2.84     4  3.83     0 |   0     0 |   0     0     0   115M  463   334     0     0 
19.3%  979M  587M    0 | 239  57.7     0    28M|   5  2.91     4  3.36     0 |   0     0 |   0     0     0    42M  168   872     0     0 
55.8%  980M  591M    0 | 527  32.5     0    64M|   2  1.40     0     0     0 |   0     0 |   0     0     0    58M  235   681     0     0 
32.5%  980M  595M    0 | 453  36.2     0    54M|  11  3.40     9  3.88     0 |   0     0 |   0     0     0    51M  207   650     0     0 
32.0%  980M  600M    0 | 491  33.4     0    59M|   9  3.28     7  3.82     0 |   0     0 |   0     0     0    54M  221   684     0     0 
29.6%  980M  587M    0 | 375  36.1     0    45M|   5  2.90     5  3.82     0 |   0     0 |   0     0     0    58M  234   689     0     0 
25.4%  981M  593M    0 | 495  33.7     0    60M|   5  3.02     4  3.54     0 |   0     0 |   0     0     0    53M  216   665     0     0 
27.4%  981M  600M    0 | 468  34.5     0    56M|   2  1.63     0     0     0 |   0     0 |   0     0     0    50M  201   672     0     0 
33.1%  981M  597M    0 | 462  38.3     0    56M|   9  3.22     7  3.81     0 |   0     0 |   0     0     0    58M  234   687     0     0 
31.8%  981M  592M    0 | 445  35.7     0    54M|   4  3.46     3  4.14     0 |   0     0 |   0     0     0    59M  240   665     0     0 
29.3%  981M  587M    0 | 446  32.1     0    54M|   7  3.14     5  3.98     0 |   0     0 |   0     0     0    58M  235   654     0     0 
27.2%  981M  600M    0 | 462  35.0     0    56M|   2  2.55     1  4.10     0 |   0     0 |   0     0     0    44M  179   659     0     0 
26.4%  981M  600M    0 | 502  34.3     0    61M|   4  2.26     2  3.23     0 |   0     0 |   0     0     0    60M  243   700     0     0 
30.0%  981M  589M    0 | 401  36.4     0    48M|   3  1.55     0     0     0 |   0     0 |   0     0     0    59M  239   675     0     0 
33.8%  981M  589M    0 | 476  34.0     0    57M|   7  3.39     6  3.75     0 |   0     0 |   0     0     0    58M  228   664     0     0 
30.9%  981M  600M    0 | 488  33.5     0    59M|   5  2.98     3  4.25     0 |   0     0 |   0     0     0    47M  199   661     0     0 
30.1%  981M  588M    0 | 392  35.0     0    47M|   7  3.29     6  3.65     0 |   0     0 |   0     0     0    58M  236   689     0     0 
29.5%  981M  593M    0 | 521  35.2     0    63M|   3  1.76     3  2.97     0 |   0     0 |   0     0     0    58M  234   657     0     0 
24.2%  981M  600M    0 | 433  33.6     0    52M|   2  1.27     0     0     0 |   0     0 |   0     0     0    46M  184   667     0     0 
35.0%  981M  593M    0 | 458  38.4     0    55M|   6  3.40     5  3.78     0 |   0     0 |   0     0     0    61M  249   674     0     0 
32.9%  982M  590M    0 | 446  34.6     0    54M|   6  2.97     4  3.85     0 |   0     0 |   0     0     0    57M  232   679     0     0 
31.7%  982M  593M    0 | 474  32.0     0    57M|   8  3.65     7  3.97     0 |   0     0 |   0     0     0    54M  212   666     0     0 
31.3%  982M  600M    0 | 481  32.9     0    58M|   3  2.03     1  3.90     0 |   0     0 |   0     0     0    51M  214   653     0     0 
23.7%  982M  586M    0 | 382  45.3     0    46M|  10  2.45     8  2.84     0 |   0     0 |   0     0     0    59M  239   706     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
30.5%  982M  594M    0 | 517  30.7     0    63M|   7  3.03     5  3.66     0 |   0     0 |   0     0     0    55M  223   665     0     0 
32.5%  982M  594M    0 | 474  30.8     0    57M|   4  2.59     2  4.09     0 |   0     0 |   0     0     0    57M  229   663     0     0 
29.9%  982M  600M    0 | 453  36.6     0    55M|   3  3.18     2  4.09     0 |   0     0 |   0     0     0    49M  198   675     0     0 
33.0%  982M  600M    0 | 473  34.2     0    57M|   8  2.95     6  3.50     0 |   0     0 |   0     0     0    57M  230   672     0     0 
28.3%  982M  600M    0 | 487  33.4     0    59M|   5  2.67     3  3.83     0 |   0     0 |   0     0     0    59M  238   672     0     0 
21.0%  982M  600M    0 | 382  35.6     0    46M|   5  2.58     4  2.90     0 |   0     0 |   0     0     0    46M  186   653     0     0 
35.4%  982M  600M    0 | 534  31.6     0    65M|   4  2.61     4  3.66     0 |   0     0 |   0     0     0    65M  260   605     0     0 
33.8%  982M  587M    0 | 447  32.0     0    54M|   3  3.01     2  3.93     0 |   0     0 |   0     0     0    66M  268   651     0     0 
32.7%  982M  596M    0 | 482  33.6     0    58M|   8  3.30     6  4.02     0 |   0     0 |   0     0     0    48M  204   667     0     0 
31.5%  982M  600M    0 | 491  37.0     0    59M|   6  2.59     3  3.97     0 |   0     0 |   0     0     0    55M  218   671     0     0 
27.6%  982M  599M    0 | 469  34.4     0    56M|   5  2.67     4  3.12     0 |   0     0 |   0     0     0    59M  238   666     0     0 
29.7%  982M  593M    0 | 424  37.8     0    51M|   4  2.38     2  3.74     0 |   0     0 |   0     0     0    56M  225   700     0     0 
32.4%  982M  595M    0 | 449  35.4     0    54M|   2  2.77     1  4.14     0 |   0     0 |   0     0     0    53M  213   666     0     0 
34.0%  982M  591M    0 | 446  35.6     0    54M|   8  3.09     6  3.76     0 |   0     0 |   0     0     0    58M  234   651     0     0 
34.2%  982M  591M    0 | 494  32.3     0    59M|   6  2.93     4  3.90     0 |   0     0 |   0     0     0    58M  234   685     0     0 
28.6%  982M  600M    0 | 443  31.3     0    53M|   4  3.19     3  3.85     0 |   0     0 |   0     0     0    46M  188   686     0     0 
24.6%  982M  600M    0 | 458  36.8     0    55M|   6  2.34     4  3.01     0 |   0     0 |   0     0     0    55M  223   670     0     0 
33.3%  982M  600M    0 | 483  33.7     0    58M|   8  3.12     9  3.40     0 |   0     0 |   0     0     0    58M  234   633     0     0 
36.6%  982M  600M    0 | 544  30.4     0    66M|   3  2.04     1  3.63     0 |   0     0 |   0     0     0    66M  266   568     0     0 
30.4%  982M  596M    0 | 445  36.1     0    52M|   5  2.44     2  4.04     0 |   0     0 |   0     0     0    57M  232   702     0     0 
31.0%  982M  592M    0 | 453  35.1     0    55M|   4  3.21     3  3.85     0 |   0     0 |   0     0     0    59M  238   651     0     0 
30.1%  982M  588M    0 | 460  31.2     0    56M|  12  2.88    10  3.28     0 |   0     0 |   0     0     0    59M  240   647     0     0 
23.6%  982M  600M    0 | 481  34.9     0    58M|   2  2.20     1  3.15     0 |   0     0 |   0     0     0    46M  185   701     0     0 
34.8%  982M  600M    0 | 478  33.4     0    58M|   5  2.95     3  4.02     0 |   0     0 |   0     0     0    58M  236   666     0     0 
40.7%  982M  588M    0 | 549  25.2     0    66M|   3  2.16     1  4.36     0 |   0     0 |   0     0     0    79M  316   480     0     0 
55.5%  982M  600M    0 | 830  22.1     0   102M|  10  3.40     9  3.53     0 |   0     0 |   0     0     0    88M  359   418     0     0 
31.6%  982M  594M    0 | 343  46.9     0    40M|   5  2.87     3  4.12     0 |   0     0 |   0     0     0    46M  185   790     0     0 
26.6%  983M  590M    0 | 445  34.0     0    54M|   4  2.78     3  3.37     0 |   0     0 |   0     0     0    57M  232   665     0     0 
31.3%  983M  600M    0 | 490  32.9     0    59M|   2  1.34     0     0     0 |   0     0 |   0     0     0    50M  202   680     0     0 
34.8%  983M  590M    0 | 411  39.9     0    49M|   4  2.12     1  4.34     0 |   0     0 |   0     0     0    59M  237   689     0     0 
---------usage--------- ----------fuse--------- -------------meta------------ -blockcache ---------------------object--------------------
 cpu   mem   buf  cache| ops   lat   read write| ops   lat   txn   lat  retry| read write| get  get_c  lat   put  put_c  lat  del_c  lat 
36.8%  983M  599M    0 | 543  28.2     0    66M|   6  3.32     7  3.77     0 |   0     0 |   0     0     0    58M  233   663     0     0 
33.5%  983M  589M    0 | 394  34.4     0    47M|   8  2.77     6  3.32     0 |   0     0 |   0     0     0    56M  229   653     0     0 
32.0%  983M  600M    0 | 483  36.2     0    58M|   4  3.15     3  3.90     0 |   0     0 |   0     0     0    48M  193   685     0     0 
27.2%  983M  600M    0 | 471  34.3     0    57M|   5  2.42     3  3.32     0 |   0     0 |   0     0     0    56M  227   674     0     0 
37.5%  983M  600M    0 | 487  33.5     0    59M|   9  3.18     7  3.79     0 |   0     0 |   0     0     0    59M  240   647     0     0 
32.3%  983M  588M    0 | 385  34.8     0    46M|   5  3.22     4  3.71     0 |   0     0 |   0     0     0    58M  233   686     0     0 
29.2%  983M  600M    0 | 483  37.7     0    58M|   3  2.34     1  4.64     0 |   0     0 |   0     0     0    47M  190   670     0     0 
31.5%  983M  600M    0 | 463  34.8     0    56M|   2  2.72     1  4.18     0 |   0     0 |   0     0     0    56M  226   673     0     0 
28.1%  983M  600M    0 | 500  33.0     0    60M|   6  2.27     4  2.91     0 |   0     0 |   0     0     0    60M  241   659     0     0 
28.4%  983M  598M    0 | 463  33.5     0    56M|   9  2.96     6  3.74     0 |   0     0 |   0     0     0    58M  235   681     0     0 
28.4%  983M  600M    0 | 403  35.8     0    48M|   6  3.42     5  3.86     0 |   0     0 |   0     0     0    47M  189   683     0     0 
33.9%  983M  600M    0 | 482  33.8     0    58M|   5  3.06     3  4.30     0 |   0     0 |   0     0     0    58M  234   670     0     0 
30.2%  983M  596M    0 | 468  34.6     0    56M|   1  1.28     2  3.12     0 |   0     0 |   0     0     0    57M  236   647     0     0 
42.5%  983M  582M    0 | 603  28.5     0    71M|   7  2.70     5  3.33     0 |   0     0 |   0     0     0    89M  353   513     0     0 
24.6%  983M  600M    0 | 541  28.3     0    67M|   9  2.53     7  3.00     0 |   0     0 |   0     0     0    49M  200   622     0     0 
